year,sex,race,hispanic_origin,age,marital_status,household_income,population,region,residence_location,victim_offender_relationship,weapon_category,crime_type,injury,incident_location
2012,male,black,non-hispanic,35 to 49,divorced,unknown,500000 - 999999,midwest,urban,well-known acquaintances,firearm,aggravated assault,no,commercial place parking lot or public area
2012,female,black,non-hispanic,35 to 49,never married,7500 - 14999,not a place,south,rural,stranger,other,aggravated assault,yes,at or near friend neighbor or relative home
2012,female,white,non-hispanic,25 to 34,never married,15000 - 24999,under 100000,northeast,suburban,stranger,no weapon,simple assault,no,school
2012,female,black,non-hispanic,18 to 20,never married,50000 - 74999,250000 - 499999,midwest,urban,intimates,firearm,aggravated assault,no,at or near victim's home
2012,female,white,non-hispanic,21 to 24,never married,less than 7500,under 100000,south,suburban,well-known acquaintances,no weapon,simple assault,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,75000 or more,under 100000,northeast,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,50 to 64,married,75000 or more,under 100000,northeast,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,15 to 17,never married,75000 or more,not a place,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,school
2012,male,black,non-hispanic,35 to 49,never married,25000 - 34999,250000 - 499999,midwest,urban,unknown relationship,no weapon,personal theft,no,commercial place parking lot or public area
2012,male,black,non-hispanic,18 to 20,never married,75000 or more,250000 - 499999,south,urban,other relatives,no weapon,simple assault,no,school
2012,female,white,non-hispanic,25 to 34,married,25000 - 34999,under 100000,west,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,female,other,hispanic,21 to 24,married,35000 - 49999,under 100000,midwest,urban,stranger,do not know,simple assault,no,at or near friend neighbor or relative home
2012,male,white,non-hispanic,21 to 24,never married,50000 - 74999,under 100000,midwest,suburban,stranger,knife,robbery,yes,at or near victim's home
2012,female,white,hispanic,50 to 64,married,75000 or more,not a place,midwest,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,18 to 20,never married,15000 - 24999,under 100000,west,suburban,well-known acquaintances,no weapon,rape/sexual assault,no,at or near friend neighbor or relative home
2012,male,white,non-hispanic,50 to 64,never married,less than 7500,under 100000,west,rural,well-known acquaintances,knife,robbery,no,at or near victim's home
2012,male,white,non-hispanic,65 and older,married,75000 or more,not a place,northeast,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,65 and older,married,75000 or more,not a place,northeast,suburban,stranger,no weapon,simple assault,no,other location
2012,male,black,non-hispanic,25 to 34,never married,15000 - 24999,500000 - 999999,northeast,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,hispanic,15 to 17,never married,35000 - 49999,under 100000,south,suburban,unknown number of offenders,no weapon,simple assault,no,school
2012,female,white,non-hispanic,21 to 24,never married,50000 - 74999,under 100000,northeast,suburban,stranger,do not know,simple assault,no,other location
2012,female,white,non-hispanic,18 to 20,never married,unknown,250000 - 499999,midwest,urban,well-known acquaintances,no weapon,rape/sexual assault,yes,at or near friend neighbor or relative home
2012,female,white,non-hispanic,50 to 64,divorced,less than 7500,under 100000,midwest,rural,stranger,do not know,robbery,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,unknown,under 100000,midwest,rural,stranger,firearm,robbery,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,75000 or more,250000 - 499999,midwest,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,35 to 49,widowed,less than 7500,under 100000,south,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,other,non-hispanic,18 to 20,never married,50000 - 74999,not a place,northeast,suburban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,18 to 20,never married,less than 7500,250000 - 499999,midwest,urban,stranger,no weapon,rape/sexual assault,no,at or near victim's home
2012,male,white,non-hispanic,12 to 14,never married,75000 or more,under 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,married,unknown,250000 - 499999,west,urban,unknown number of offenders,no weapon,personal theft,no,commercial place parking lot or public area
2012,female,white,non-hispanic,65 and older,widowed,25000 - 34999,250000 - 499999,west,urban,stranger,other,aggravated assault,no,at or near victim's home
2012,female,white,non-hispanic,65 and older,widowed,25000 - 34999,250000 - 499999,west,urban,stranger,other,aggravated assault,no,at or near victim's home
2012,female,white,non-hispanic,65 and older,widowed,25000 - 34999,250000 - 499999,west,urban,stranger,other,aggravated assault,no,at or near victim's home
2012,male,black,non-hispanic,25 to 34,never married,75000 or more,500000 - 999999,west,urban,stranger,no weapon,simple assault,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,18 to 20,never married,75000 or more,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,18 to 20,never married,15000 - 24999,under 100000,west,rural,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,other,non-hispanic,12 to 14,never married,75000 or more,under 100000,west,suburban,unknown number of offenders,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,white,hispanic,25 to 34,married,35000 - 49999,under 100000,midwest,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,hispanic,25 to 34,married,35000 - 49999,under 100000,midwest,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,married,15000 - 24999,not a place,south,rural,other relatives,no weapon,simple assault,yes,at or near friend neighbor or relative home
2012,female,white,non-hispanic,18 to 20,never married,75000 or more,not a place,west,suburban,intimates,other,aggravated assault,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,21 to 24,married,25000 - 34999,under 100000,south,urban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,65 and older,divorced,50000 - 74999,under 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,white,non-hispanic,35 to 49,divorced,unknown,not a place,midwest,suburban,other relatives,no weapon,simple assault,yes,at or near victim's home
2012,female,white,non-hispanic,21 to 24,married,less than 7500,under 100000,midwest,rural,intimates,no weapon,simple assault,yes,at or near victim's home
2012,female,black,non-hispanic,50 to 64,never married,7500 - 14999,under 100000,midwest,suburban,intimates,knife,aggravated assault,yes,at or near victim's home
2012,male,white,non-hispanic,35 to 49,divorced,unknown,under 100000,midwest,suburban,well-known acquaintances,other,aggravated assault,no,at or near friend neighbor or relative home
2012,female,white,non-hispanic,25 to 34,never married,7500 - 14999,250000 - 499999,midwest,urban,well-known acquaintances,firearm,robbery,yes,at or near victim's home
2012,female,white,non-hispanic,25 to 34,never married,7500 - 14999,250000 - 499999,midwest,urban,well-known acquaintances,firearm,robbery,yes,at or near victim's home
2012,male,black,non-hispanic,50 to 64,never married,unknown,under 100000,south,suburban,stranger,firearm,robbery,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,divorced,unknown,under 100000,south,suburban,stranger,firearm,robbery,no,commercial place parking lot or public area
2012,female,white,non-hispanic,12 to 14,never married,75000 or more,under 100000,midwest,suburban,stranger,no weapon,simple assault,no,school
2012,male,white,non-hispanic,35 to 49,never married,50000 - 74999,not a place,south,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,white,hispanic,21 to 24,never married,unknown,under 100000,midwest,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,hispanic,21 to 24,never married,unknown,under 100000,midwest,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,hispanic,21 to 24,never married,unknown,under 100000,midwest,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,18 to 20,never married,less than 7500,under 100000,midwest,urban,unknown number of offenders,no weapon,robbery,yes,school
2012,male,black,non-hispanic,12 to 14,never married,less than 7500,not a place,south,rural,other relatives,no weapon,simple assault,no,other location
2012,male,white,non-hispanic,21 to 24,never married,75000 or more,under 100000,northeast,suburban,unknown number of offenders,no weapon,personal theft,no,other location
2012,female,white,non-hispanic,35 to 49,married,75000 or more,not a place,midwest,suburban,stranger,no weapon,simple assault,no,other location
2012,female,black,non-hispanic,35 to 49,never married,less than 7500,500000 - 999999,south,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,18 to 20,never married,less than 7500,100000 - 249999,south,urban,stranger,do not know,rape/sexual assault,no,commercial place parking lot or public area
2012,female,white,hispanic,50 to 64,never married,35000 - 49999,under 100000,south,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,hispanic,15 to 17,never married,unknown,under 100000,south,suburban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,65 and older,divorced,7500 - 14999,under 100000,midwest,suburban,well-known acquaintances,knife,rape/sexual assault,yes,at or near victim's home
2012,female,white,non-hispanic,65 and older,divorced,7500 - 14999,under 100000,midwest,suburban,well-known acquaintances,knife,rape/sexual assault,yes,at or near victim's home
2012,male,white,non-hispanic,18 to 20,never married,unknown,100000 - 249999,midwest,urban,unknown relationship,firearm,robbery,no,commercial place parking lot or public area
2012,male,white,non-hispanic,12 to 14,never married,35000 - 49999,under 100000,south,urban,well-known acquaintances,no weapon,simple assault,yes,school
